200000000030||30||ABC||000000030||AAA30       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000031||31||ABC||000000031||AAA31       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000032||32||ABC||000000032||AAA32       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000033||33||ABC||000000033||AAA33       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000034||34||ABC||000000034||AAA34       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000035||35||ABC||000000035||AAA35       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000036||36||ABC||000000036||AAA36       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000037||37||ABC||000000037||AAA37       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000038||38||ABC||000000038||AAA38       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000039||39||ABC||000000039||AAA39       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000040||40||ABC||000000040||AAA40       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000041||41||ABC||000000041||AAA41       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000042||42||ABC||000000042||AAA42       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000043||43||ABC||000000043||AAA43       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000044||44||ABC||000000044||AAA44       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000045||45||ABC||000000045||AAA45       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000046||46||ABC||000000046||AAA46       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000047||47||ABC||000000047||AAA47       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000048||48||ABC||000000048||AAA48       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000049||49||ABC||000000049||AAA49       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000050||50||ABC||000000050||AAA50       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000051||51||ABC||000000051||AAA51       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000052||52||ABC||000000052||AAA52       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000053||53||ABC||000000053||AAA53       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000054||54||ABC||000000054||AAA54       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000055||55||ABC||000000055||AAA55       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000056||56||ABC||000000056||AAA56       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000057||57||ABC||000000057||AAA57       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000058||58||ABC||000000058||AAA58       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000059||59||ABC||000000059||AAA59       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000060||60||ABC||000000060||AAA60       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000061||61||ABC||000000061||AAA61       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000062||62||ABC||000000062||AAA62       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000063||63||ABC||000000063||AAA63       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000064||64||ABC||000000064||AAA64       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000065||65||ABC||000000065||AAA65       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000066||66||ABC||000000066||AAA66       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000067||67||ABC||000000067||AAA67       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000068||68||ABC||000000068||AAA68       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000069||69||ABC||000000069||AAA69       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000070||70||ABC||000000070||AAA70       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000071||71||ABC||000000071||AAA71       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000072||72||ABC||000000072||AAA72       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000073||73||ABC||000000073||AAA73       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000074||74||ABC||000000074||AAA74       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000075||75||ABC||000000075||AAA75       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000076||76||ABC||000000076||AAA76       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000077||77||ABC||000000077||AAA77       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000078||78||ABC||000000078||AAA78       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000079||79||ABC||000000079||AAA79       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000080||80||ABC||000000080||AAA80       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000081||81||ABC||000000081||AAA81       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000082||82||ABC||000000082||AAA82       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000083||83||ABC||000000083||AAA83       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000084||84||ABC||000000084||AAA84       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000085||85||ABC||000000085||AAA85       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000086||86||ABC||000000086||AAA86       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000087||87||ABC||000000087||AAA87       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000088||88||ABC||000000088||AAA88       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000089||89||ABC||000000089||AAA89       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000090||90||ABC||000000090||AAA90       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000091||91||ABC||000000091||AAA91       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000092||92||ABC||000000092||AAA92       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000093||93||ABC||000000093||AAA93       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000094||94||ABC||000000094||AAA94       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000095||95||ABC||000000095||AAA95       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000096||96||ABC||000000096||AAA96       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000097||97||ABC||000000097||AAA97       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000098||98||ABC||000000098||AAA98       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000099||99||ABC||000000099||AAA99       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                   
200000000100||100||ABC||000000100||AA100       ||AA||BB||CC ||12345||AA11||AA1122||AA112233||KB12345 ||Y||012||K123||A12345 ||12/01/10||                                  
